Name,Email,Phone,City,Education,Experience_Years,Job_Applied,Job Sector,Company_Applied,Work_Mode,Job_Type_Preference,Referral,Skills,GitHub_Profile,LinkedIn_Profile,Resume_Link,Source_Job_Portal,Current_Job_Title,Notice_Period,Application Status
Alyssa Preston,jenniferfrazier@castaneda.biz,+91 91096 91647,Pune,Diploma,8,HR Executive,Non-IT,Tech Mahindra,Remote,Contract,No,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user8815,https://linkedin.com/in/user6323,https://www.allen.net/,Glassdoor,DevOps Engineer,Immediate,Offer Received
Amanda Fritz,veronicawilliams@yahoo.com, +91 82082 92169,Chennai,M.Tech,10,UI/UX Designer,IT ,BYJU'S,Hybrid,Part-Time,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user1858,https://linkedin.com/in/user5218,http://www.liu.net/,LinkedIn,Data Analyst,Immediate,Under Review
Kenneth Bowen,sean64@thompson-fischer.com,+91 94245 23207,Ahmedabad,MCA,2,Sales Manager,Non-IT,Swiggy,Hybrid,Remote,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user8212,https://linkedin.com/in/user1076,https://myers-bray.com/,LinkedIn,UI/UX Designer,Immediate,Rejected
Edward Martinez,gadams@jackson-alvarez.com, +91 81978 71940,Kolkata,Diploma,5,Business Analyst,IT ,KPMG,Hybrid,Part-Time,No,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7877,https://linkedin.com/in/user6535,http://www.rowe.com/,Glassdoor,Software Developer,15 days,Offer Received
Gloria Page,choimeagan@henry.org, +91 90812 91485,Chennai,M.Tech,6,DevOps Engineer,IT ,Accenture,Hybrid,Contract,Yes,"CI/CD, Docker, Kubernetes, AWS/Azure/GCP, Jenkins, Terraform, Linux, scripting",https://github.com/user9025,https://linkedin.com/in/user5310,https://www.larson.biz/,Glassdoor,Data Analyst,Serving Notice,Applied
Kenneth Powell,melissacarlson@yahoo.com, +91 88567 83045,Mumbai,BCA,2,Product Manager,Non-IT,Infosys,Remote,Contract,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user2648,https://linkedin.com/in/user9730,http://stevenson.com/,Indeed,Software Developer,30 days,Offer Received
Ashley Bailey,cflores@yahoo.com,+91 99086 21344,Ahmedabad,Diploma,0,Software Engineer,IT ,Flipkart,Hybrid,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6618,https://linkedin.com/in/user5446,https://www.miller.com/,Indeed,Data Analyst,60 days,Offer Received
Ralph Bender,caleb46@chavez-gonzalez.info, +91 70481 98489,Pune,M.Sc,2,Software Engineer,IT ,Amazon,Onsite,Remote,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user3078,https://linkedin.com/in/user7787,http://www.newman.info/,Internshala,Business Analyst,Immediate,Interview Scheduled
Tanner Raymond,nathan44@gmail.com,+91 87160 13343,Ahmedabad,B.Tech,7,Marketing Executive,Non-IT,EY,Onsite,Full-Time,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user1181,https://linkedin.com/in/user1787,https://www.snyder.com/,Internshala,Business Analyst,60 days,Offer Received
Mitchell Mcbride,rebecca82@hotmail.com, +91 70815 87708,Delhi,Diploma,2,Data Analyst,IT ,HCL Technologies,Onsite,Part-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user9472,https://linkedin.com/in/user1524,https://gonzalez.com/,Glassdoor,DevOps Engineer,Immediate,Under Review
Matthew Wallace,myerschristina@gmail.com, +91 80228 04610,Bangalore,M.Tech,2,Sales Manager,Non-IT,Amazon,Onsite,Part-Time,No,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user2384,https://linkedin.com/in/user5605,https://www.morris.info/,LinkedIn,Data Analyst,60 days,Offer Received
Robert Nichols,michellepatel@waters.com,+91 76243 92621,Chandigarh,MBA,9,Graphic Designer,IT ,Wipro,Onsite,Internship,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user9363,https://linkedin.com/in/user1524,https://www.norris.com/,Internshala,Business Analyst,60 days,Offer Received
Kathryn Silva,donnadavenport@washington.org, +91 73619 68960,Hyderabad,MBA,6,Data Analyst,IT ,BYJU'S,Remote,Full-Time,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user4667,https://linkedin.com/in/user6560,https://www.orozco-ibarra.org/,Internshala,UI/UX Designer,30 days,Rejected
Paula Smith,thomaswolf@harris-estrada.biz, +91 60222 63886,Kolkata,MCA,0,Software Engineer,IT ,Capgemini,Hybrid,Remote,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user5267,https://linkedin.com/in/user5568,https://www.conley.com/,Naukri.com,Business Analyst,Serving Notice,Offer Received
Ashley Mckee,davistravis@perez.net,+91 77723 67229,Bangalore,MCA,7,Data Analyst,IT ,Swiggy,Hybrid,Contract,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user2250,https://linkedin.com/in/user3096,https://www.smith.com/,Indeed,UI/UX Designer,30 days,Rejected
Olivia Martin,mezasteven@hobbs.com, +91 71247 30693,Kolkata,M.Tech,4,Data Analyst,IT ,Deloitte,Remote,Part-Time,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user1738,https://linkedin.com/in/user6376,https://www.olsen-johnson.org/,Glassdoor,UI/UX Designer,Immediate,Applied
Lee Glenn,brownpatricia@gmail.com, +91 60984 61530,Kolkata,B.Tech,10,UI/UX Designer,IT ,Google,Hybrid,Full-Time,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user5432,https://linkedin.com/in/user8996,http://ramos-garcia.com/,Internshala,Business Analyst,30 days,Under Review
Yvonne Reeves,christy37@gmail.com,+91 70121 50729,Mumbai,BCA,2,Product Manager,Non-IT,Cognizant,Hybrid,Remote,No,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user1451,https://linkedin.com/in/user2593,https://peterson.org/,Indeed,Software Developer,60 days,Applied
Matthew Cooper,jcooper@gmail.com,+91 66571 88438,Pune,B.Sc,4,Marketing Executive,Non-IT,Cognizant,Onsite,Contract,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user9231,https://linkedin.com/in/user1913,http://anderson.biz/,Internshala,Software Developer,30 days,Rejected
Jesse George,donaldkelly@hall.net, +91 86639 19430,Chennai,B.Tech,2,Product Manager,Non-IT,Swiggy,Hybrid,Remote,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user4045,https://linkedin.com/in/user4672,https://silva.com/,Indeed,UI/UX Designer,30 days,Applied
Russell Moreno,eric16@lopez.net, +91 94932 00305,Hyderabad,B.Tech,0,UI/UX Designer,IT ,Swiggy,Remote,Remote,Yes,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user3906,https://linkedin.com/in/user3424,https://www.walton.info/,Naukri.com,DevOps Engineer,60 days,Rejected
Jennifer Coleman,aspencer@yahoo.com, +91 92443 73677,Mumbai,BCA,1,Sales Manager,Non-IT,Deloitte,Remote,Internship,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user5786,https://linkedin.com/in/user3923,https://hernandez.biz/,LinkedIn,Data Analyst,Immediate,Interview Scheduled
Alexis Wiggins,dhoward@hotmail.com,+91 83393 11354,Hyderabad,M.Sc,2,Marketing Executive,Non-IT,Google,Onsite,Remote,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user5349,https://linkedin.com/in/user5794,https://www.bradley.net/,Indeed,UI/UX Designer,60 days,Offer Received
Emily Kelly,whitney42@gmail.com, +91 93568 65512,Delhi,M.Tech,6,UI/UX Designer,IT ,EY,Hybrid,Contract,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user1332,https://linkedin.com/in/user2560,http://scott-jones.com/,Naukri.com,Business Analyst,60 days,Offer Received
Michelle Vargas,kroberts@campbell.com, +91 65960 14288,Delhi,B.Sc,9,Marketing Executive,Non-IT,Cognizant,Onsite,Internship,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user1634,https://linkedin.com/in/user6425,https://larsen.com/,Glassdoor,DevOps Engineer,15 days,Under Review
Alan Dunn,robertssusan@aguirre-brown.com,+91 60846 42182,Ahmedabad,M.Tech,2,Product Manager,Non-IT,Deloitte,Remote,Contract,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user7566,https://linkedin.com/in/user7076,http://www.smith.com/,Glassdoor,Data Analyst,15 days,Interview Scheduled
James Taylor,johnsondillon@obrien-nelson.com, +91 80607 55657,Kolkata,B.Tech,5,Data Analyst,IT ,Wipro,Onsite,Contract,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user5021,https://linkedin.com/in/user8804,https://allen-davis.info/,LinkedIn,Business Analyst,60 days,Offer Received
Vanessa Orozco,aaronbowman@lamb.com, +91 61639 59195,Chandigarh,B.Tech,1,Marketing Executive,Non-IT,Accenture,Hybrid,Contract,Yes,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user9390,https://linkedin.com/in/user1251,http://mcgrath.info/,Glassdoor,Software Developer,60 days,Applied
Jennifer Robinson,hillrobert@mccullough.org, +91 72695 78428,Ahmedabad,B.Tech,3,Business Analyst,IT ,Tech Mahindra,Remote,Part-Time,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user4931,https://linkedin.com/in/user9907,http://www.perry-carson.com/,LinkedIn,DevOps Engineer,15 days,Applied
Paul Dodson,staceysanchez@gmail.com,+91 81907 96335,Hyderabad,Diploma,3,Marketing Executive,Non-IT,EY,Hybrid,Internship,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user8035,https://linkedin.com/in/user4196,http://hawkins.com/,Glassdoor,UI/UX Designer,15 days,Rejected
Melissa Lewis,fparks@gmail.com, +91 76024 58647,Ahmedabad,MCA,4,Software Engineer,IT ,Capgemini,Hybrid,Contract,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user8070,https://linkedin.com/in/user9356,https://www.wells-johnson.com/,Glassdoor,Business Analyst,Immediate,Under Review
Deborah Santiago,marc01@yahoo.com,+91 62021 60975,Kolkata,MBA,1,UI/UX Designer,IT ,EY,Remote,Internship,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user4229,https://linkedin.com/in/user3530,http://www.schultz.biz/,Internshala,DevOps Engineer,15 days,Offer Received
Austin Guzman,cmiles@yahoo.com, +91 83098 68123,Hyderabad,MCA,9,Business Analyst,IT ,Google,Remote,Remote,Yes,"requirements gathering, data analysis, SQL, documentation, process mapping, stakeholder management, MS Excel",https://github.com/user7008,https://linkedin.com/in/user5326,https://www.gutierrez-burgess.com/,LinkedIn,Business Analyst,60 days,Rejected
Nicholas Kidd,tuckermary@johnson.org, +91 98269 67613,Mumbai,BCA,7,Graphic Designer,IT ,Flipkart,Remote,Internship,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user1002,https://linkedin.com/in/user9974,http://www.powers.info/,Glassdoor,UI/UX Designer,15 days,Rejected
Joseph Smith,jonathanburton@gmail.com,+91 77966 04851,Chennai,BCA,2,UI/UX Designer,IT ,IBM,Remote,Internship,No,"wireframing, prototyping, Figma, Adobe XD, HTML, CSS, user research, usability testing",https://github.com/user6438,https://linkedin.com/in/user6635,https://www.parker-simmons.com/,Internshala,Data Analyst,Immediate,Rejected
Mrs. Shannon Lewis,chambersrandy@yahoo.com,+91 99413 34307,Chandigarh,MCA,9,Graphic Designer,IT ,Accenture,Hybrid,Internship,Yes,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user8431,https://linkedin.com/in/user3751,http://www.brandt.biz/,Glassdoor,Software Developer,Immediate,Offer Received
Kristin Frank,qhines@brown.com,+91 89580 13820,Bangalore,B.Tech,9,HR Executive,Non-IT,IBM,Onsite,Internship,Yes,"recruitment, onboarding, payroll, employee engagement, HR policies, HRMS, sourcing profiles, communication",https://github.com/user1054,https://linkedin.com/in/user2991,https://www.garcia.com/,LinkedIn,Business Analyst,15 days,Interview Scheduled
Amanda Lamb,santosstephanie@hotmail.com, +91 65213 98459,Delhi,B.Sc,4,Software Engineer,IT ,BYJU'S,Remote,Contract,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user3296,https://linkedin.com/in/user5328,https://www.turner.com/,Naukri.com,DevOps Engineer,Serving Notice,Applied
Steven Woods,qsalas@trujillo.info,+91 64477 46690,Kolkata,Diploma,9,Software Engineer,IT ,Flipkart,Remote,Full-Time,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user8092,https://linkedin.com/in/user9926,https://www.riley.org/,LinkedIn,DevOps Engineer,60 days,Under Review
Juan Nixon,jonesjoel@hotmail.com, +91 79395 93023,Chennai,MCA,6,Software Engineer,IT ,Deloitte,Remote,Internship,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6309,https://linkedin.com/in/user5223,http://ortega.com/,Naukri.com,UI/UX Designer,15 days,Under Review
Deborah Scott,melissamcintosh@hotmail.com,+91 98783 48158,Bangalore,M.Tech,8,Data Analyst,IT ,TCS,Hybrid,Remote,No,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user7989,https://linkedin.com/in/user7895,http://chase-benjamin.info/,Internshala,DevOps Engineer,15 days,Rejected
Nancy Ramirez,beth97@ritter.com, +91 86155 38606,Kolkata,M.Tech,7,Software Engineer,IT ,Google,Remote,Internship,Yes,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user7770,https://linkedin.com/in/user6982,https://goodman-farrell.org/,Indeed,UI/UX Designer,30 days,Offer Received
Melinda Olson,christianjames@garcia.info, +91 99738 05683,Hyderabad,BCA,7,Sales Manager,Non-IT,PwC,Remote,Remote,Yes,"sales strategy, lead generation, CRM, negotiation, client relationship management, communication",https://github.com/user7748,https://linkedin.com/in/user4689,https://jackson-kelly.info/,Glassdoor,Data Analyst,15 days,Interview Scheduled
Justin Pierce,crystalmitchell@gmail.com,+91 82890 38117,Kolkata,M.Sc,0,Product Manager,Non-IT,Flipkart,Onsite,Part-Time,Yes,"product roadmap, market research, user stories, Agile/Scrum, analytics, go-to-market strategy, stakeholder communication",https://github.com/user8444,https://linkedin.com/in/user1959,https://gonzales.com/,Glassdoor,Software Developer,15 days,Offer Received
David Chapman,robertowilson@holder.com, +91 78533 52784,Hyderabad,B.Sc,3,Software Engineer,IT ,Capgemini,Onsite,Full-Time,No,"programming, data structures, REST APIs, problem solving, version control, SDLC, databases",https://github.com/user6946,https://linkedin.com/in/user3102,http://fitzgerald-newman.com/,Internshala,DevOps Engineer,30 days,Under Review
Brittany Sexton,rebecca57@hawkins-hamilton.com, +91 79738 94565,Ahmedabad,MBA,9,Data Analyst,IT ,Deloitte,Remote,Contract,Yes,"data cleaning, SQL, Excel, Python/R, Tableau/Power BI, statistics, reporting, visualization",https://github.com/user3601,https://linkedin.com/in/user9168,http://www.murray.net/,Naukri.com,Software Developer,Serving Notice,Interview Scheduled
Jennifer Martinez,hamptonyvonne@yahoo.com,+91 61410 02990,Kolkata,B.Tech,8,Marketing Executive,Non-IT,HCL Technologies,Remote,Remote,No,"digital marketing, SEO/SEM, social media marketing, content creation, email campaigns, Google Analytics, branding",https://github.com/user7955,https://linkedin.com/in/user9594,https://nelson-richards.com/,Internshala,Software Developer,Serving Notice,Rejected
Timothy Estrada,anthony15@hotmail.com,+91 61398 82677,Delhi,M.Sc,2,Graphic Designer,IT ,HCL Technologies,Onsite,Full-Time,No,"Adobe Photoshop, Illustrator, InDesign, CorelDRAW, creativity, typography, visual branding",https://github.com/user9292,https://linkedin.com/in/user6235,http://www.farley.com/,Indeed,UI/UX Designer,Immediate,Applied
